Input size	Execution Time (Bipartite Matching)
104		0.01796743500000275
105		0.01857304700000384
106		0.01891980900000334
107		0.01909650899999349
108		0.019335851999997544
109		0.037406560999997396
110		0.02014065599999526
111		0.02014112199999829
112		0.038928000000005625
113		0.02104918799999922
114		0.02148602800000532
115		0.03803024999999849
116		0.022626414000001205
117		0.04021583399999429
118		0.02275008400000189
119		0.023450945999996975
120		0.023772353000005353
121		0.024185713999997915
122		0.02460447800000054
123		0.024794569999997407
124		0.04184531300000316
125		0.026216000000005124
126		0.044020088999999984
127		0.02688979499999533
128		0.04381053199999485
129		0.028103530000002763
130		0.04612522600000091
131		0.029037897000002033
132		0.047004851000004066
133		0.031005675999999482
134		0.030430963000000588
135		0.0485433819999983
136		0.03132404800000188
137		0.05029925699999893
138		0.03217178499999562
139		0.05122060500000458
140		0.03351008799999988
141		0.05227311500000553
142		0.03418838999999707
143		0.03509637499999485
144		0.054017749000003334
145		0.03595526400000182
146		0.0365727740000068
147		0.05551519300000507
148		0.037334102000002645
149		0.037887406999999484
150		0.05707440200000491
151		0.05836028199999532
152		0.040397679000001574
153		0.05936562400000156
154		0.041387738000004504
155		0.042087767999994696
156		0.061209105000003206
157		0.06212074599999795
158		0.06296471000000281
159		0.04430030599999668
160		0.06207698200000067
161		0.06616061599999767
162		0.046237773000001425
163		0.04729403800000398
164		0.04809695899999866
165		0.06671463900000418
166		0.06858162599999673
167		0.06879030000000341
168		0.07110222299999691
169		0.05060533700000036
170		0.051777213999997684
171		0.052048426999995456
172		0.053896973000000514
173		0.0531448450000056
174		0.05452665400000001
175		0.055505768999999816
176		0.0571698629999986
177		0.05675995699999703
178		0.05793002299999728
179		0.0572098479999994
180		0.059435315000001765
181		0.058959010999998895
182		0.061146805999996445
183		0.08182045400000248
184		0.08351602700000171
185		0.08569108699999362
186		0.08363153100000176
187		0.08252813300000383
188		0.08413912500000009
189		0.08493621299999887
190		0.06531616099999837
191		0.06710308000000254
192		0.08920125099999865
193		0.09577131400000383
194		0.08978697300000249
195		0.09036378300000081
196		0.0907272809999995
197		0.09323600000000454
198		0.09296738299999419
199		0.09438607299999546
200		0.09407163400000229
201		0.0932762840000052
202		0.07714488300000255
203		0.098187302999996
204		0.09823984000000507
205		0.09792659000000015
206		0.10534419100000036
207		0.10039608399999622
208		0.10290380699998991
209		0.10139260100000058
210		0.10304804599999784
211		0.10488295700000094
212		0.1046913140000072
213		0.10651429600000029
214		0.10591595400001097
215		0.10612487699999917
216		0.10755282600000271
217		0.1072848710000045
218		0.10843552200000772
219		0.10720553000000166
220		0.1102947580000091
221		0.11194774000000507
222		0.11520088299999998
223		0.11522089999999707
224		0.11424891000000059
225		0.11717138000000205
226		0.11682325099999957
227		0.11619599600000186
228		0.11934464799999489
229		0.12078025499999967
230		0.14457623699999544
231		0.1204227679999974
232		0.12265304500000695
233		0.1232720200000017
234		0.12434439199999758
235		0.12720532000000162
236		0.12618284600000607
237		0.1282966069999958
238		0.14834595199999967
239		0.12813171099999465
240		0.13164566000000377
241		0.1315100009999952
242		0.13340244600000517
243		0.1327839660000052
244		0.15791760199999771
245		0.13547909700000105
246		0.13655499799999404
247		0.16273568900000157
248		0.16385896900000319
249		0.14139564100000257
250		0.14339898400000095
251		0.14287639600000546
252		0.14575250799998685
253		0.1424367630000063
254		0.14498804800000187
255		0.14657924100001196
256		0.14664126899999985
257		0.14728941499998882
258		0.14979488599999513
259		0.15392245200000332
260		0.15756655699999556
261		0.15155734700000778
262		0.15470070599999985
263		0.15550647099999537
264		0.15712059900000952
265		0.15382172500000024
266		0.15541021099998886
267		0.1606681519999995
268		0.16236942700000156
269		0.16736961799999506
270		0.16113510999998937
271		0.15987586600000725
272		0.16332882499999357
273		0.16204809500000295
274		0.16614727099999982
275		0.17113195600001063
276		0.16928734200000406
277		0.16944077399999458
278		0.17619804199999578
279		0.1711102670000031
280		0.1717693300000036
281		0.1727702639999933
282		0.17796796800000436
283		0.17985012300000847
284		0.17884919799999466
285		0.1767484209999992
286		0.17978878400001008
287		0.1823878619999988
288		0.1855945509999941
289		0.18081586300000652
290		0.18238666099999534
291		0.18471659999998735
292		0.18701526499999943
293		0.18886881600001004
294		0.18796476299999654
295		0.1919918699999954
296		0.19137091800000405
297		0.19078026799999748
298		0.1930499540000028
299		0.19334613800000966
300		0.19838259200000152
301		0.1971728050000081
302		0.20012968700000044
303		0.20243759699999941
304		0.20304675199999167
305		0.2028858390000039
306		0.20548419800000772
307		0.209877493999997
308		0.2078981609999886
309		0.20544573400000843
310		0.21164634499999124
311		0.21546247400000595
312		0.21366434099999765
313		0.21622983499999293
314		0.21807218799999362
315		0.215784223
316		0.22428805100000204
317		0.21722646999998574
318		0.22170037300000445
319		0.22082908600000906
320		0.22471243000001095
321		0.22121167400001696
322		0.22741684199999668
323		0.22673929800001247
324		0.22979094400000122
325		0.2305248130000166
326		0.23045304699999747
327		0.23284583899999234
328		0.23486126399998852
329		0.2318075590000035
330		0.23379321300001266
331		0.23918772500002206
332		0.26671238400001585
333		0.24076983599999835
334		0.27257826199999613
335		0.24145367900001702
336		0.27428926799998976
337		0.24604059600000028
338		0.2789370149999968
339		0.24615036299999815
340		0.2500563960000193
341		0.281874810000005
342		0.2550242780000076
343		0.28306123499999103
344		0.25711326100000065
345		0.2881331530000182
346		0.26275219499999025
347		0.2920770240000081
348		0.2682394919999922
349		0.2920507299999997
350		0.26363462100002266
351		0.29658793500001934
352		0.2731102830000225
353		0.3045525039999859
354		0.26961254700000836
355		0.3046030889999827
356		0.27743564200000037
357		0.30662325999998075
358		0.30948725600001126
359		0.283344575000001
360		0.3156732180000006
361		0.3126618560000054
362		0.2871877930000153
363		0.31008629499999074
364		0.31652512600001614
365		0.32111780300002124
366		0.28876684599998725
367		0.3254976069999884
368		0.31898309999999697
369		0.3208560360000092
370		0.2957285170000148
371		0.3235898859999793
372		0.3294096889999878
373		0.3336784829999999
374		0.30291732099999535
375		0.3363285960000155
376		0.3331013760000019
377		0.32948971800001914
378		0.34434765099999254
379		0.33668457400000307
380		0.34466050300000006
381		0.34576829700000644
382		0.31778446799998505
383		0.35036208299999316
384		0.36421315200001914
385		0.3515147149999791
386		0.35360745799999904
387		0.3497053010000002
388		0.36969418499998596
389		0.3524956370000041
390		0.3550356799999861
391		0.36708832200000074
392		0.37220298500000126
393		0.3575946389999842
394		0.3795536249999998
395		0.3689845890000072
396		0.380073383999985
397		0.3624758830000019
398		0.3675360609999814
399		0.3979258560000005
400		0.3799132380000003
401		0.3825636450000047
402		0.3802268139999967
403		0.3797065150000094
404		0.3789635189999956
405		0.38159271499998226
406		0.3899322930000153
407		0.38217777300002354
408		0.3812830960000042
409		0.38627268799999115
410		0.3923204349999878
411		0.38979150200000845
412		0.3966375009999865
413		0.3912778709999998
414		0.400193594000001
415		0.38921371300000374
416		0.3994649300000219
417		0.3925705110000024
418		0.40444813599998497
419		0.40489912500001424
420		0.4031277879999777
421		0.4085766299999989
422		0.4104281760000106
423		0.4159515980000208
424		0.42702413099999603
425		0.40861219499998924
426		0.41697104699997567
427		0.41045084600000337
428		0.41869875999998385
429		0.42656034699996326
430		0.43324220599998853
431		0.43476506100000734
432		0.43033532099997274
433		0.4385469879999846
434		0.4466464550000069
435		0.44245752699998775
436		0.44827722099995526
437		0.4398089119999895
438		0.44763708299996097
439		0.44354858799999874
440		0.45011886300000015
441		0.4465838680000047
442		0.45610633499995856
443		0.45533355899999606
444		0.45534508699995513
445		0.4537512359999596
446		0.45711470700001655
447		0.4527825190000385
448		0.46938268499997093
449		0.4587829440000064
450		0.5050428989999887
451		0.4819575690000306
452		0.47721655399999463
453		0.5084343240000067
454		0.4781969950000189
455		0.5080103309999799
456		0.478697526000019
457		0.5144825110000397
458		0.4786921950000078
459		0.5103662839999856
460		0.4864189099999976
461		0.5171280289999913
462		0.49758731399998624
463		0.5311862039999937
464		0.4978745650000178
465		0.533592748999979
466		0.5018254330000218
467		0.5275009970000042
468		0.5092069430000379
469		0.5523469470000464
470		0.5297651089999817
471		0.5318278649999684
472		0.5175030629999924
473		0.5412554099999625
474		0.5093432639999946
475		0.5505345610000063
476		0.5129544060000057
477		0.5664310270000215
478		0.5180440579999868
479		0.5622195160000274
480		0.525881462999962
481		0.570997664999993
482		0.5391879059999951
483		0.5768212079999557
484		0.5851548119999848
485		0.5364814040000283
486		0.6104948980000131
487		0.5796010750000278
488		0.5585857429999805
489		0.5805073210000273
490		0.5971567749999735
491		0.5503007760000287
492		0.5976516000000061
493		0.6021163049999814
494		0.6070969629999468
495		0.557366796999986
496		0.6029584379999733
497		0.6108421029999818
498		0.6035078269999872
499		0.614294660999974
500		0.5730482419999703
501		0.6150933210000176
502		0.6170464319999951
503		0.624047035999979
504		0.6259050589999902
505		0.5797440950000237
506		0.6307760230000099
507		0.6212394229999632
508		0.6184020679999662
509		0.6380351660000088
510		0.6418165169999952
511		0.6299923990000025
512		0.6347804179999912
513		0.6338092700000288
514		0.6461273429999892
515		0.6393115330000114
516		0.6394123779999745
517		0.6388447619999624
518		0.6525018990000149
519		0.6418824300000097
520		0.6540088670000159
521		0.6465603510000051
522		0.6674549940000247
523		0.6607176520000166
524		0.6530331160000173
525		0.6497287040000401
526		0.6683483369999976
527		0.675988282999981
528		0.6711502840000207
529		0.6660770909999769
530		0.6715603939999824
531		0.6701360609999938
532		0.6770755910000048
533		0.6790677239999923
534		0.6956592999999884
535		0.686145458999988
536		0.6875264739999807
537		0.6918844919999856
538		0.714499988
539		0.689012597000044
540		0.6990915829999835
541		0.7074304040000357
542		0.70734509600004
543		0.7038354360000199
544		0.7075689929999953
545		0.7658841499999767
546		0.729271634999975
547		0.7321258720000401
548		0.7247313650000251
549		0.7839473270000212
550		0.7413513739999757
551		0.729816837000044
552		0.731597989000079
553		0.7897217890000547
554		0.7410791189998918
555		0.7388471709999749
556		0.7863205630000039
557		0.7406837339999583
558		0.7429593660000364
559		0.8017722309999726
560		0.7600092830000449
561		0.8012537309999743
562		0.771014108999907
563		0.751903255000002
564		0.8211396980000245
565		0.7658301600000641
566		0.7673876009999958
567		0.8127836700000444
568		0.7772986799999444
569		0.8175189330000876
570		0.7886307899999565
571		0.8188774440000088
572		0.7835907550000911
573		0.8216348070000095
574		0.7864460690000215
575		0.8316976219999788
576		0.789004259999956
577		0.8409143930000482
578		0.7892034139999851
579		0.8337911059999215
580		0.8065176250000832
581		0.8589879620000147
582		0.8675056019999374
583		0.806811246000052
584		0.8761430700000119
585		0.817686072000015
586		0.8582582989999992
587		0.8633429820000629
588		0.8164693050000551
589		0.8665507140000273
590		0.875360594999961
591		0.8222364560000415
592		0.8743301389999942
593		0.8874141040000723
594		0.8956461149999768
595		0.8297024970000848
596		0.8977968049999845
597		0.905805676
598		0.8602115589999357
599		0.899373841000056
600		0.9056158729999879
601		0.9374826439999424
602		0.864053733999981
603		0.915587180999978
604		0.938185530999931
605		0.930828388000009
606		0.9501305820000425
607		0.930639162000034
608		0.8792539199999965
609		0.9283114309999974
610		0.9307940180000287
611		0.919878725999979
612		0.944599874000005
613		0.9345766259999664
614		0.9398757669999895
615		0.9418019439999625
616		1.0061765350000087
617		0.895216262999952
618		0.9474133979999806
619		0.943337935000045
620		1.0214737479999485
621		0.9055376049999495
622		1.027860290000035
623		0.9060884470000019
624		1.028020459000004
625		0.9832441009999684
626		0.9337166020000041
627		1.0492166100000304
628		0.9969430600000351
629		0.9891475169999921
630		1.004042942999945
631		0.987214058999939
632		1.0179729060000682
633		1.0103725519999216
634		1.036880674000031
635		1.0034002940000164
636		1.0202113459999964
637		1.0205959759999814
638		1.0082718429999886
639		1.0168371450000677
640		1.011520125000061
641		1.078812120000066
642		1.0428476759999512
643		1.016260707000015
644		1.0266484290000335
645		1.0912258769999426
646		1.0452203729998928
647		1.0182255510000005
648		1.029091808999965
649		1.1026716640000132
650		1.050307814000007
651		1.0497862099999793
652		1.0998095899999498
653		1.0458653239999194
654		1.11546991299997
655		1.0455453140000373
656		1.0555299730000343
657		1.1215115570000762
658		1.0833116389999304
659		1.1192044399999759
660		1.088406315000043
661		1.1307746800000587
662		1.0835591479999493
663		1.0731701339999518
664		1.1432794549999699
665		1.07786837499998
666		1.1511546650000355
667		1.2395310030000246
668		1.1149179860000231
669		1.1508612680000851
670		1.1913481089999323
671		1.1301257960000157
672		1.1220451969999203
673		1.1918944609999471
674		1.133092400999999
675		1.2464369849999457
676		1.2244246669999939
677		1.1437532400000237
678		1.1953422810000802
679		1.1456530460000067
680		1.2137362579999262
681		1.2110086339999953
682		1.1576861109999754
683		1.2127174870000772
684		1.1676995740000393
685		1.207774951000033
686		1.2419928559999107
687		1.2100239760000022
688		1.2274906719999308
689		1.2231428080000342
690		1.2319533969999839
691		1.24636702600003
692		1.2003068520000397
693		1.2302544000000353
694		1.2648186839999198
695		1.2778399349999745
696		1.2001979589999792
697		1.2493022410000094
698		1.200116851999951
699		1.2615127929999517
700		1.2728051319999167
701		1.264271937999979
702		1.2905375450000065
703		1.1998720580000963
704		1.323850486000083
705		1.2859288849999757
706		1.3452822069998547
707		1.2790631130001202
708		1.3027407340000536
709		1.3643019470000581
710		1.236703701000124
711		1.3024516319999293
712		1.3012259870001799
713		1.3067686750000576
714		1.2751720040000691
715		1.3725844330001564
716		1.2638095009999688
717		1.313649397000063
718		1.339002068000127
719		1.3940016990000004
720		1.2773561409999274
721		1.3429888849998406
722		1.4031136470000547
723		1.2888938699998107
724		1.3417167929999323
725		1.4101075930000206
726		1.3045242059999964
727		1.4189481109999633
728		1.2937749100001383
729		1.3470908220001547
730		1.4430206570000337
731		1.2923041459998785
732		1.44631308299995
733		1.3994095440000365
734		1.3247737690001031
735		1.5162849159999041
736		1.4118921110000429
737		1.3129170230001819
738		1.4033183440001267
739		1.4539789509999537
740		1.4187863209999705
741		1.3810830360000637
742		1.495104984999898
743		1.8550637640000787
744		1.3440339190001396
745		1.4921024469999793
746		1.448211886999843
747		1.4452549759998874
748		1.5468306359998678
749		1.3693675409999742
750		1.4981930909998482
751		1.4463005699999485
752		1.5482423539999672
753		1.4702457690000301
754		1.4256808009999986
755		1.5325077140000758
756		1.4812528190000194
757		1.5535377869998683
758		1.511495671000148
759		1.5080794620000688
760		1.4993606470000032
761		1.5062179009999
762		1.515946741000107
763		1.5148486030000186
764		1.53491087600014
765		1.5102252390001922
766		1.5341118240000924
767		1.6127709980000873
768		1.5502316689999134
769		1.521043881000196
770		1.624994513999809
771		1.6217118770000525
772		1.5546333170000253
773		1.5358905990001404
774		1.6289979799998946
775		1.5558645109999816
776		1.5593448520000948
777		1.6471632170000703
778		1.5707265170001392
779		1.6198403099999723
780		1.5847725320002155
781		1.6444175799999812
782		1.5979845710000973
783		1.6375567469999623
784		1.5896071679999295
785		1.6579479999998057
786		1.6641442430000097
787		1.5785069789999397
788		1.7318861709998146
789		1.664097472999856
790		1.6887708850001673
791		1.6267321929999525
792		1.6245908969999618
793		1.6828600200001347
794		1.698499467999909
795		1.7030534820000867
796		1.624275217000104
797		1.7103213159998631
798		1.6454884760000823
799		1.7297464130001572
800		1.6422541319998345
A: 9.050614113318426e-07
